[4.381253474905595, 4.619650043877332, 4.4917108699056065, 4.305062359241631, 4.39048689308078, 4.422351326247332, 4.363734631428771, 4.4505309340693895, 4.431173187648475, 4.411173612568931]
[3.2876072601821145, 4.346820641130707, 4.476109800220976, 4.339082164973167, 4.53791035709031, 4.466941272661211, 4.582832405665037, 4.4136060916225945, 4.405384321708214, 4.470041384648906]
[4.56235590613041, 4.886287371977491, 4.922589926409996, 4.971978590521762, 4.314575801811397, 4.404260755339013, 4.395018640615119, 4.469758583399779, 4.448933437150629, 4.436106454853779]
[4.764350863357835, 4.0972892857356555, 4.690399513024327, 4.541682463816402, 4.458151154618557, 4.3514814800232005, 4.367010326758806, 4.369638310655669, 4.377897208106421, 4.37028034380685]
[4.635901345867462, 4.505823855075987, 4.220278382179617, 4.30341978289637, 4.234025226795554, 4.324274646682731, 4.309400936672872, 4.404048953164677, 4.445893139166165, 4.403713804665907]
[3.775430050263248, 3.5725621617028205, 3.9741988442666107, 4.31002400703715, 4.278475355853218, 4.2796857840679925, 4.3278590544237385, 4.370756205849989, 4.3866270522490085, 4.427294354137377]
[4.112571790338076, 4.338908285379212, 4.095686235206162, 4.345203742756119, 4.412619735351747, 4.6092842796438465, 4.559519123772742, 4.349463471407962, 4.34592426842283, 4.316305466065289]
[4.580143339322686, 4.06894351017211, 4.084572828414608, 4.480879176750438, 4.388084310375143, 4.486394018365455, 4.426323341845312, 4.3751072473459205, 4.377394416673037, 4.38131923646527]
[3.9314056651652773, 3.986216459765955, 4.049889628717537, 4.479372430789821, 4.329046026280079, 4.497293058788709, 4.527242161095792, 4.497354943117993, 4.454879592927552, 4.474709844095041]
[4.045977992596198, 4.588085244743517, 4.317221151450064, 4.263005395508101, 4.50120177365863, 4.475382060341039, 4.550513328510786, 4.516495308707986, 4.539220576208997, 4.465478669380934]
[4.126715483547533, 3.7092183397253087, 3.8795151844276305, 4.264382523336621, 4.346237656769506, 4.405251881613601, 4.36598950493392, 4.453549777450945, 4.451464793870067, 4.4150364259100785]
